Car No	Manufacture	Speed	Millage	User Rating
59-H2 5752	FORD	261.70518	214	2
59-H2 5753	FORD	36.20771238	215	2
59-H2 5754	Honda	168.5442196	216	3
59-H2 5755	Honda	120.1156334	217	2
59-H2 5756	Honda	296.4104753	218	1
59-H2 5757	Honda	27.82156414	219	4
59-H2 5758	Honda	267.7991928	220	3
59-H2 5759	Honda	49.69500125	221	4
59-H2 5738	Audi	290.5823877	200	4
59-H2 5739	Audi	224.6700937	201	3
59-H2 5740	Audi	53.16037329	202	2
59-H2 5741	Audi	58.56499655	203	1
59-H2 5742	Audi	269.8385835	204	4
59-H2 5743	FIAT	185.7725586	205	5
59-H2 5744	FIAT	46.75956924	206	1
59-H2 5745	FIAT	54.6419535	207	4
59-H2 5746	FIAT	75.06529364	208	2
59-H2 5747	FIAT	18.87094847	209	4
59-H2 5748	FIAT	200.0976225	210	3
59-H2 5749	FORD	169.6639564	211	1
59-H2 5750	FORD	183.3387975	212	5
59-H2 5751	FORD	213.4447939	213	4
59-H2 5752	FORD	124.4777719	214	2
59-H2 5753	FORD	263.9378133	215	2
59-H2 5754	Honda	164.9819945	216	3
59-H2 5755	Honda	294.9481039	217	2
59-H2 5756	Honda	69.85367018	218	1
59-H2 5757	Honda	2.160975148	219	4
59-H2 5758	Honda	291.7753382	220	3
59-H2 5759	Honda	213.6003799	221	4
59-H2 5738	Audi	24.50170682	200	4
59-H2 5739	Audi	132.9095021	201	3
59-H2 5740	Audi	206.1184419	202	2
59-H2 5741	Audi	296.9522391	203	1
59-H2 5742	Audi	250.2126237	204	4
59-H2 5743	FIAT	268.5401369	205	5
59-H2 5744	FIAT	20.74342706	206	1
59-H2 5745	FIAT	129.8736247	207	4
59-H2 5746	FIAT	62.30492411	208	2
59-H2 5747	FIAT	60.08288196	209	4
59-H2 5748	FIAT	12.66373886	210	3
59-H2 5749	FORD	23.51066718	211	1
59-H2 5750	FORD	85.70519615	212	5
59-H2 5751	FORD	164.7270673	213	4
59-H2 5752	FORD	20.26634015	214	2
59-H2 5753	FORD	15.33985981	215	2
59-H2 5754	Honda	202.8242623	216	3
59-H2 5755	Honda	90.90246908	217	2
59-H2 5756	Honda	224.9207257	218	1
59-H2 5757	Honda	255.3164228	219	4
59-H2 5758	Honda	251.5566486	220	3
59-H2 5759	Honda	24.92323761	221	4
59-H2 5738	Audi	0.201357677	200	4
59-H2 5739	Audi	278.4831611	201	3
59-H2 5740	Audi	242.5018679	202	2
59-H2 5741	Audi	150.681436	203	1
59-H2 5742	Audi	98.68781816	204	4
59-H2 5743	FIAT	203.4365104	205	5
59-H2 5744	FIAT	56.5579947	206	1
59-H2 5745	FIAT	26.53940374	207	4
59-H2 5746	FIAT	283.4489014	208	2
59-H2 5747	FIAT	299.5703508	209	4
59-H2 5748	FIAT	231.5675182	210	3
59-H2 5749	FORD	157.0165771	211	1
59-H2 5750	FORD	93.49882802	212	5
59-H2 5751	FORD	94.6341372	213	4
59-H2 5752	FORD	259.4008089	214	2
59-H2 5753	FORD	111.831173	215	2
59-H2 5754	Honda	241.1452327	216	3
59-H2 5755	Honda	123.9943972	217	2
59-H2 5756	Honda	31.54228868	218	1
59-H2 5757	Honda	241.7541559	219	4
59-H2 5758	Honda	145.6174802	220	3
59-H2 5759	Honda	97.00776131	221	4
59-H2 5738	Audi	173.1511015	200	4
59-H2 5739	Audi	125.3450482	201	3
59-H2 5740	Audi	264.8068519	202	2
59-H2 5741	Audi	32.0950346	203	1
59-H2 5742	Audi	117.8070999	204	4
59-H2 5743	FIAT	15.37233005	205	5
59-H2 5744	FIAT	281.0866311	206	1
59-H2 5745	FIAT	230.9792669	207	4
59-H2 5746	FIAT	267.182367	208	2
59-H2 5747	FIAT	227.9274594	209	4
59-H2 5748	FIAT	223.0873482	210	3
59-H2 5749	FORD	85.54303691	211	1
59-H2 5750	FORD	15.095859	212	5
59-H2 5751	FORD	124.7398521	213	4
59-H2 5752	FORD	71.02005522	214	2
59-H2 5753	FORD	16.67727669	215	2
59-H2 5754	Honda	110.9627257	216	3
59-H2 5755	Honda	74.69249522	217	2
59-H2 5756	Honda	9.817845988	218	1
59-H2 5757	Honda	94.26690099	219	4
59-H2 5758	Honda	17.00012816	220	3
59-H2 5759	Honda	263.9723602	221	4
59-H2 5738	Audi	242.3817862	200	4
59-H2 5739	Audi	71.83786948	201	3
59-H2 5740	Audi	297.9494666	202	2
59-H2 5741	Audi	292.5008074	203	1
59-H2 5742	Audi	256.4215646	204	4
59-H2 5743	FIAT	294.6045091	205	5
59-H2 5744	FIAT	131.1579173	206	1
59-H2 5745	FIAT	138.611207	207	4
59-H2 5746	FIAT	34.10934711	208	2
59-H2 5747	FIAT	237.27987	209	4
59-H2 5748	FIAT	255.1554381	210	3
59-H2 5749	FORD	29.59338729	211	1
59-H2 5750	FORD	270.9435058	212	5
59-H2 5751	FORD	262.7156169	213	4
59-H2 5752	FORD	148.770224	214	2
59-H2 5753	FORD	154.4342709	215	2
59-H2 5754	Honda	187.1692314	216	3
59-H2 5755	Honda	180.0513009	217	2
59-H2 5756	Honda	115.7635315	218	1
59-H2 5757	Honda	52.29984841	219	4
59-H2 5758	Honda	135.0859685	220	3
59-H2 5759	Honda	139.6504387	221	4
59-H2 5738	Audi	124.9313545	200	4
59-H2 5739	Audi	267.0826121	201	3
59-H2 5740	Audi	25.71899468	202	2
59-H2 5741	Audi	188.6296695	203	1
59-H2 5742	Audi	0.346137535	204	4
59-H2 5743	FIAT	210.6657535	205	5
59-H2 5744	FIAT	60.55961427	206	1
59-H2 5745	FIAT	252.4694338	207	4
59-H2 5746	FIAT	244.9119644	208	2
59-H2 5747	FIAT	285.6884962	209	4
59-H2 5748	FIAT	258.549207	210	3
59-H2 5749	FORD	265.7299151	211	1
59-H2 5750	FORD	11.67508245	212	5
59-H2 5751	FORD	202.1283657	213	4
59-H2 5752	FORD	8.559348619	214	2
59-H2 5753	FORD	151.1937707	215	2
59-H2 5754	Honda	54.1695689	216	3
59-H2 5755	Honda	202.3781862	217	2
59-H2 5756	Honda	183.9828577	218	1
59-H2 5757	Honda	188.4181758	219	4
59-H2 5758	Honda	184.5391049	220	3
59-H2 5759	Honda	197.1531795	221	4
59-H2 5738	Audi	209.4715127	200	4
59-H2 5739	Audi	68.32503617	201	3
59-H2 5740	Audi	91.49495144	202	2
59-H2 5741	Audi	240.0817593	203	1
59-H2 5742	Audi	152.6696194	204	4
59-H2 5743	FIAT	90.9805248	205	5
59-H2 5744	FIAT	13.1240957	206	1
59-H2 5745	FIAT	56.8182567	207	4
59-H2 5746	FIAT	145.027911	208	2
59-H2 5747	FIAT	96.36184756	209	4
59-H2 5748	FIAT	274.5750009	210	3
59-H2 5749	FORD	202.8381155	211	1
59-H2 5750	FORD	78.14676676	212	5
59-H2 5751	FORD	106.037867	213	4
59-H2 5752	FORD	94.27386026	214	2
59-H2 5753	FORD	206.604582	215	2
59-H2 5754	Honda	299.7965615	216	3
59-H2 5755	Honda	249.5043588	217	2
59-H2 5756	Honda	61.10782323	218	1
59-H2 5757	Honda	213.1685331	219	4
59-H2 5758	Honda	56.39436928	220	3
59-H2 5759	Honda	272.0999169	221	4
59-H2 5738	Audi	253.4448568	200	4
59-H2 5739	Audi	116.8403065	201	3
59-H2 5740	Audi	242.0562535	202	2
59-H2 5741	Audi	191.7981907	203	1
59-H2 5742	Audi	38.02043233	204	4
59-H2 5743	FIAT	77.5696816	205	5
59-H2 5744	FIAT	18.18367418	206	1
59-H2 5745	FIAT	97.22136168	207	4
59-H2 5746	FIAT	155.9362234	208	2
59-H2 5747	FIAT	137.8640368	209	4
59-H2 5748	FIAT	167.3887643	210	3
59-H2 5749	FORD	207.6384023	211	1
59-H2 5750	FORD	83.15502268	212	5
59-H2 5751	FORD	239.9620805	213	4
59-H2 5752	FORD	53.99585033	214	2
59-H2 5753	FORD	204.979859	215	2
59-H2 5754	Honda	117.6463368	216	3
59-H2 5755	Honda	162.9189535	217	2
59-H2 5756	Honda	299.7996303	218	1
59-H2 5757	Honda	4.387561374	219	4
59-H2 5758	Honda	73.99137619	220	3
59-H2 5759	Honda	286.9884966	221	4
59-H2 5738	Audi	103.6499275	200	4
59-H2 5739	Audi	173.1565627	201	3
59-H2 5740	Audi	102.6844788	202	2
59-H2 5741	Audi	163.1427634	203	1
59-H2 5742	Audi	291.6901556	204	4
59-H2 5743	FIAT	252.7913767	205	5
59-H2 5744	FIAT	11.16357978	206	1
59-H2 5745	FIAT	14.24178884	207	4
59-H2 5746	FIAT	146.8217747	208	2
59-H2 5747	FIAT	18.09041386	209	4
59-H2 5748	FIAT	119.9422784	210	3
59-H2 5749	FORD	124.6475645	211	1
59-H2 5750	FORD	64.72922014	212	5
59-H2 5751	FORD	65.24733614	213	4
59-H2 5752	FORD	112.7143294	214	2
59-H2 5753	FORD	259.1538092	215	2
59-H2 5754	Honda	139.6933144	216	3
59-H2 5755	Honda	2.108839061	217	2
59-H2 5756	Honda	266.9904722	218	1
59-H2 5757	Honda	107.296814	219	4
59-H2 5758	Honda	79.58215949	220	3
59-H2 5759	Honda	94.9158144	221	4
59-H2 5738	Audi	169.2019046	200	4
59-H2 5739	Audi	167.8577044	201	3
59-H2 5740	Audi	131.5164455	202	2
59-H2 5741	Audi	139.7464655	203	1
59-H2 5742	Audi	288.3801944	204	4
59-H2 5743	FIAT	97.85688369	205	5
59-H2 5744	FIAT	79.87319276	206	1
59-H2 5745	FIAT	113.4129454	207	4
59-H2 5746	FIAT	294.9979211	208	2
59-H2 5747	FIAT	82.70956761	209	4
59-H2 5748	FIAT	267.9246281	210	3
59-H2 5749	FORD	9.541681193	211	1
59-H2 5750	FORD	23.00925513	212	5
59-H2 5751	FORD	183.1421671	213	4
59-H2 5752	FORD	153.8581858	214	2
59-H2 5753	FORD	16.86964326	215	2
59-H2 5754	Honda	118.4537663	216	3
59-H2 5755	Honda	140.4135072	217	2
59-H2 5756	Honda	185.996731	218	1
59-H2 5757	Honda	210.3031551	219	4
59-H2 5758	Honda	129.7267636	220	3
59-H2 5759	Honda	115.9499252	221	4
59-H2 5738	Audi	152.4840437	200	4
59-H2 5739	Audi	109.3119623	201	3
59-H2 5740	Audi	71.51266799	202	2
59-H2 5741	Audi	46.95053134	203	1
59-H2 5742	Audi	104.3749491	204	4
59-H2 5743	FIAT	294.0096727	205	5
59-H2 5744	FIAT	62.03190606	206	1
59-H2 5745	FIAT	155.6538302	207	4
59-H2 5746	FIAT	60.96835187	208	2
59-H2 5747	FIAT	178.1869147	209	4
59-H2 5748	FIAT	163.7312218	210	3
59-H2 5749	FORD	135.5991694	211	1
59-H2 5750	FORD	98.7148503	212	5
59-H2 5751	FORD	36.0995608	213	4
59-H2 5752	FORD	246.8882751	214	2
59-H2 5753	FORD	7.572989966	215	2
59-H2 5754	Honda	178.5225263	216	3
59-H2 5755	Honda	198.487427	217	2
59-H2 5756	Honda	203.3128826	218	1
59-H2 5757	Honda	120.6395047	219	4
59-H2 5758	Honda	50.02573881	220	3
59-H2 5759	Honda	236.5248551	221	4
59-H2 5738	Audi	208.3145159	200	4
59-H2 5739	Audi	208.462259	201	3
59-H2 5740	Audi	248.1854484	202	2
59-H2 5741	Audi	167.5002645	203	1
59-H2 5742	Audi	67.20846431	204	4
59-H2 5743	FIAT	44.26924666	205	5
59-H2 5744	FIAT	280.3411229	206	1
59-H2 5745	FIAT	164.902863	207	4
59-H2 5746	FIAT	132.0504786	208	2
59-H2 5747	FIAT	249.2714382	209	4
59-H2 5748	FIAT	168.3230473	210	3
59-H2 5749	FORD	259.7829456	211	1
59-H2 5750	FORD	225.7943373	212	5
59-H2 5751	FORD	55.4394053	213	4
59-H2 5752	FORD	283.5331239	214	2
59-H2 5753	FORD	156.2442038	215	2
59-H2 5754	Honda	103.4167598	216	3
59-H2 5755	Honda	60.43647873	217	2
59-H2 5756	Honda	232.6340099	218	1
59-H2 5757	Honda	0.848406204	219	4
59-H2 5758	Honda	235.0557016	220	3
59-H2 5759	Honda	71.03588253	221	4
59-H2 5738	Audi	67.70197514	200	4
59-H2 5739	Audi	293.2102451	201	3
59-H2 5740	Audi	253.1102782	202	2
59-H2 5741	Audi	238.1053616	203	1
59-H2 5742	Audi	92.93667672	204	4
59-H2 5743	FIAT	227.475956	205	5
59-H2 5744	FIAT	154.0152832	206	1
59-H2 5745	FIAT	96.30030187	207	4
59-H2 5746	FIAT	149.8351766	208	2
59-H2 5747	FIAT	220.7877685	209	4
59-H2 5748	FIAT	214.8604038	210	3
59-H2 5749	FORD	290.7282417	211	1
59-H2 5750	FORD	96.46526043	212	5
59-H2 5751	FORD	207.4566977	213	4
59-H2 5752	FORD	290.6664095	214	2
59-H2 5753	FORD	139.9387675	215	2
59-H2 5754	Honda	84.02917418	216	3
59-H2 5755	Honda	200.7986134	217	2
59-H2 5756	Honda	164.2506845	218	1
59-H2 5757	Honda	47.69028907	219	4
59-H2 5758	Honda	93.20222478	220	3
59-H2 5759	Honda	41.42569709	221	4
59-H2 5738	Audi	99.49045833	200	4
59-H2 5739	Audi	239.0382992	201	3
59-H2 5740	Audi	134.4814994	202	2
59-H2 5741	Audi	99.37708794	203	1
59-H2 5742	Audi	53.89813685	204	4
59-H2 5743	FIAT	170.6355431	205	5
59-H2 5744	FIAT	227.666195	206	1
59-H2 5745	FIAT	0.431953148	207	4
59-H2 5746	FIAT	10.21335079	208	2
59-H2 5747	FIAT	243.6054162	209	4
59-H2 5748	FIAT	88.66674505	210	3
59-H2 5749	FORD	149.2637121	211	1
59-H2 5750	FORD	158.582349	212	5
59-H2 5751	FORD	187.849853	213	4
59-H2 5752	FORD	250.3144326	214	2
59-H2 5753	FORD	252.2127782	215	2
59-H2 5754	Honda	40.28523647	216	3
59-H2 5755	Honda	156.4379429	217	2
59-H2 5756	Honda	262.0881251	218	1
59-H2 5757	Honda	47.39268269	219	4
59-H2 5758	Honda	290.6343288	220	3
59-H2 5759	Honda	251.7765089	221	4
59-H2 5738	Audi	100.4412156	200	4
59-H2 5739	Audi	36.87125232	201	3
59-H2 5740	Audi	269.4261503	202	2
59-H2 5741	Audi	81.84796157	203	1
59-H2 5742	Audi	58.30694727	204	4
59-H2 5743	FIAT	95.24225467	205	5
59-H2 5744	FIAT	268.2903164	206	1
59-H2 5745	FIAT	204.7235561	207	4
59-H2 5746	FIAT	169.8140594	208	2
59-H2 5747	FIAT	236.1640368	209	4
59-H2 5748	FIAT	255.8744432	210	3
59-H2 5749	FORD	89.13694639	211	1
59-H2 5750	FORD	175.4114817	212	5
59-H2 5751	FORD	185.5234313	213	4
59-H2 5752	FORD	29.39203157	214	2
59-H2 5753	FORD	148.119218	215	2
59-H2 5754	Honda	270.0041064	216	3
59-H2 5755	Honda	282.2281383	217	2
59-H2 5756	Honda	149.5872453	218	1
59-H2 5757	Honda	134.0986715	219	4
59-H2 5758	Honda	156.4347502	220	3
59-H2 5759	Honda	46.386024	221	4
59-H2 5738	Audi	189.1721793	200	4
59-H2 5739	Audi	116.9750081	201	3
59-H2 5740	Audi	123.661952	202	2
59-H2 5741	Audi	175.0728909	203	1
59-H2 5742	Audi	86.60607935	204	4
59-H2 5743	FIAT	244.8312594	205	5
59-H2 5744	FIAT	167.3633057	206	1
59-H2 5745	FIAT	83.89400829	207	4
59-H2 5746	FIAT	120.0556823	208	2
59-H2 5747	FIAT	93.3441542	209	4
59-H2 5748	FIAT	0.836514202	210	3
59-H2 5749	FORD	153.2102868	211	1
59-H2 5750	FORD	175.0638265	212	5
59-H2 5751	FORD	39.48069563	213	4
59-H2 5752	FORD	89.32082687	214	2
59-H2 5753	FORD	242.9961984	215	2
59-H2 5754	Honda	158.7439664	216	3
59-H2 5755	Honda	189.8770219	217	2
59-H2 5756	Honda	47.51283146	218	1
59-H2 5757	Honda	274.261684	219	4
59-H2 5758	Honda	244.9143616	220	3
59-H2 5759	Honda	118.5030654	221	4
59-H2 5738	Audi	243.3769103	200	4
59-H2 5739	Audi	298.4469296	201	3
59-H2 5740	Audi	133.1884096	202	2
59-H2 5741	Audi	129.4391576	203	1
59-H2 5742	Audi	203.0657686	204	4
59-H2 5743	FIAT	183.053556	205	5
59-H2 5744	FIAT	213.3473473	206	1
59-H2 5745	FIAT	137.2338813	207	4
59-H2 5746	FIAT	121.906957	208	2
59-H2 5747	FIAT	131.6298724	209	4
59-H2 5748	FIAT	184.237488	210	3
59-H2 5749	FORD	75.56598007	211	1
59-H2 5750	FORD	92.22607784	212	5
59-H2 5751	FORD	9.385447996	213	4
59-H2 5752	FORD	134.1257985	214	2
59-H2 5753	FORD	92.49562524	215	2
59-H2 5754	Honda	29.03357407	216	3
59-H2 5755	Honda	67.24226631	217	2
59-H2 5756	Honda	152.9617786	218	1
59-H2 5757	Honda	155.2435212	219	4
59-H2 5758	Honda	33.54256663	220	3
59-H2 5759	Honda	174.6582688	221	4
59-H2 5738	Audi	205.0821743	200	4
59-H2 5739	Audi	299.4662921	201	3
59-H2 5740	Audi	222.3240544	202	2
59-H2 5741	Audi	168.2064043	203	1
59-H2 5742	Audi	287.5971926	204	4
59-H2 5743	FIAT	47.12972711	205	5
59-H2 5744	FIAT	261.5659182	206	1
59-H2 5745	FIAT	34.4920212	207	4
59-H2 5746	FIAT	119.6181134	208	2
59-H2 5747	FIAT	87.87625858	209	4
59-H2 5748	FIAT	53.75976245	210	3
59-H2 5749	FORD	287.0189149	211	1
59-H2 5750	FORD	62.00652731	212	5
59-H2 5751	FORD	18.23514695	213	4
59-H2 5752	FORD	62.13470803	214	2
59-H2 5753	FORD	203.5545766	215	2
59-H2 5754	Honda	55.12981113	216	3
59-H2 5755	Honda	251.4817805	217	2
59-H2 5756	Honda	36.66946162	218	1
59-H2 5757	Honda	108.4424517	219	4
59-H2 5758	Honda	194.294533	220	3
59-H2 5759	Honda	50.76511539	221	4
59-H2 5738	Audi	243.1311235	200	4
59-H2 5739	Audi	84.46300534	201	3
59-H2 5740	Audi	196.8990103	202	2
59-H2 5741	Audi	42.57438201	203	1
59-H2 5742	Audi	267.7926174	204	4
59-H2 5743	FIAT	3.311710429	205	5
59-H2 5744	FIAT	86.35919556	206	1
59-H2 5745	FIAT	36.82184952	207	4
59-H2 5746	FIAT	62.49167468	208	2
59-H2 5747	FIAT	170.2767491	209	4
59-H2 5748	FIAT	113.317861	210	3
59-H2 5749	FORD	120.8222181	211	1
59-H2 5750	FORD	79.74854113	212	5
59-H2 5751	FORD	207.0552728	213	4
59-H2 5752	FORD	76.08639453	214	2
59-H2 5753	FORD	23.07674792	215	2
59-H2 5754	Honda	257.0321253	216	3
59-H2 5755	Honda	192.1705517	217	2
59-H2 5756	Honda	31.07550972	218	1
59-H2 5757	Honda	140.9988207	219	4
59-H2 5758	Honda	2.278749442	220	3
59-H2 5759	Honda	32.96272222	221	4
59-H2 5738	Audi	278.303984	200	4
59-H2 5739	Audi	27.21972793	201	3
59-H2 5740	Audi	128.4444529	202	2
59-H2 5741	Audi	279.8870242	203	1
59-H2 5742	Audi	7.267334585	204	4
59-H2 5743	FIAT	89.59085998	205	5
59-H2 5744	FIAT	113.0547907	206	1
59-H2 5745	FIAT	34.04070224	207	4
59-H2 5746	FIAT	25.2237062	208	2
59-H2 5747	FIAT	132.7966485	209	4
59-H2 5748	FIAT	0.251084633	210	3
59-H2 5749	FORD	105.6395872	211	1
59-H2 5750	FORD	74.04631334	212	5
59-H2 5751	FORD	74.64942511	213	4
59-H2 5752	FORD	298.4664543	214	2
59-H2 5753	FORD	23.40487974	215	2
59-H2 5754	Honda	145.131622	216	3
59-H2 5755	Honda	115.9528406	217	2
59-H2 5756	Honda	63.10351962	218	1
59-H2 5757	Honda	43.04152529	219	4
59-H2 5758	Honda	110.5508726	220	3
59-H2 5759	Honda	11.97223203	221	4
59-H2 5738	Audi	90.89729439	200	4
59-H2 5739	Audi	75.54120473	201	3
59-H2 5740	Audi	198.6383478	202	2
59-H2 5741	Audi	99.97417864	203	1
59-H2 5742	Audi	26.68715476	204	4
59-H2 5743	FIAT	296.0355545	205	5
59-H2 5744	FIAT	153.9031366	206	1
59-H2 5745	FIAT	103.3574885	207	4
59-H2 5746	FIAT	15.4271786	208	2
59-H2 5747	FIAT	272.8812263	209	4
59-H2 5748	FIAT	128.9160274	210	3
59-H2 5749	FORD	81.14619839	211	1
59-H2 5750	FORD	71.68086245	212	5
59-H2 5751	FORD	227.6668947	213	4
59-H2 5752	FORD	66.43341277	214	2
59-H2 5753	FORD	108.0006147	215	2
59-H2 5754	Honda	139.9858136	216	3
59-H2 5755	Honda	1.876524477	217	2
59-H2 5756	Honda	261.6071294	218	1
59-H2 5757	Honda	182.4226307	219	4
59-H2 5758	Honda	22.3285213	220	3
59-H2 5759	Honda	127.5598524	221	4
59-H2 5738	Audi	237.9715176	200	4
59-H2 5739	Audi	67.62434989	201	3
59-H2 5740	Audi	114.7658962	202	2
59-H2 5741	Audi	106.9556498	203	1
59-H2 5742	Audi	44.26683763	204	4
59-H2 5743	FIAT	289.9623243	205	5
59-H2 5744	FIAT	293.182134	206	1
59-H2 5745	FIAT	206.7356032	207	4
59-H2 5746	FIAT	270.8879565	208	2
59-H2 5747	FIAT	271.6515776	209	4
59-H2 5748	FIAT	14.00138499	210	3
59-H2 5749	FORD	260.3481763	211	1
59-H2 5750	FORD	95.13012062	212	5
59-H2 5751	FORD	164.4610007	213	4
59-H2 5752	FORD	88.54101352	214	2
59-H2 5753	FORD	200.5048043	215	2
59-H2 5754	Honda	157.8524503	216	3
59-H2 5755	Honda	11.81556441	217	2
59-H2 5756	Honda	24.92163561	218	1
59-H2 5757	Honda	293.9949023	219	4
59-H2 5758	Honda	152.0845306	220	3
59-H2 5759	Honda	121.8358865	221	4
59-H2 5738	Audi	176.7001023	200	4
59-H2 5739	Audi	223.7070723	201	3
59-H2 5740	Audi	138.7568157	202	2
59-H2 5741	Audi	4.932777701	203	1
59-H2 5742	Audi	40.93269017	204	4
59-H2 5743	FIAT	292.0247686	205	5
59-H2 5744	FIAT	262.4850081	206	1
59-H2 5745	FIAT	132.1517814	207	4
59-H2 5746	FIAT	292.6069572	208	2
59-H2 5747	FIAT	101.5579475	209	4
59-H2 5748	FIAT	44.59533271	210	3
59-H2 5749	FORD	267.3261139	211	1
59-H2 5750	FORD	18.48547974	212	5
59-H2 5751	FORD	148.0800341	213	4
59-H2 5752	FORD	168.2663702	214	2
59-H2 5753	FORD	49.53505788	215	2
59-H2 5754	Honda	298.3665529	216	3
59-H2 5755	Honda	282.6076526	217	2
59-H2 5756	Honda	244.8726713	218	1
59-H2 5757	Honda	69.53076461	219	4
59-H2 5758	Honda	177.8117193	220	3
59-H2 5759	Honda	255.4904503	221	4
59-H2 5738	Audi	29.63985633	200	4
59-H2 5739	Audi	122.6549143	201	3
59-H2 5740	Audi	132.1930871	202	2
59-H2 5741	Audi	218.3901241	203	1
59-H2 5742	Audi	100.4340966	204	4
59-H2 5743	FIAT	253.0498079	205	5
59-H2 5744	FIAT	15.62540012	206	1
59-H2 5745	FIAT	152.194177	207	4
59-H2 5746	FIAT	246.8343688	208	2
59-H2 5747	FIAT	281.3697249	209	4
59-H2 5748	FIAT	104.4386	210	3
59-H2 5749	FORD	280.9912608	211	1
59-H2 5750	FORD	80.22155693	212	5
59-H2 5751	FORD	181.0284342	213	4
59-H2 5752	FORD	243.8383684	214	2
59-H2 5753	FORD	224.2395119	215	2
59-H2 5754	Honda	223.3420178	216	3
59-H2 5755	Honda	159.5224401	217	2
59-H2 5756	Honda	39.26353824	218	1
59-H2 5757	Honda	250.2041099	219	4
59-H2 5758	Honda	292.7575025	220	3
59-H2 5759	Honda	62.71341576	221	4
59-H2 5738	Audi	176.2140978	200	4
59-H2 5739	Audi	157.6791144	201	3
59-H2 5740	Audi	57.86487111	202	2
59-H2 5741	Audi	163.5684581	203	1
59-H2 5742	Audi	45.37475485	204	4
59-H2 5743	FIAT	28.30405146	205	5
59-H2 5744	FIAT	178.9178751	206	1
59-H2 5745	FIAT	116.0076856	207	4
59-H2 5746	FIAT	180.5261106	208	2
59-H2 5747	FIAT	202.4811069	209	4
59-H2 5748	FIAT	250.4498228	210	3
59-H2 5749	FORD	81.99520909	211	1
59-H2 5750	FORD	103.6384586	212	5
59-H2 5751	FORD	124.693276	213	4
59-H2 5752	FORD	64.81318148	214	2
59-H2 5753	FORD	271.4824545	215	2
59-H2 5754	Honda	122.9823274	216	3
59-H2 5755	Honda	102.4888906	217	2
59-H2 5756	Honda	246.1852686	218	1
59-H2 5757	Honda	129.4260442	219	4
59-H2 5758	Honda	110.4948034	220	3
59-H2 5759	Honda	269.4266158	221	4
59-H2 5738	Audi	217.774146	200	4
59-H2 5739	Audi	45.13327796	201	3
59-H2 5740	Audi	151.8942965	202	2
59-H2 5741	Audi	63.3731206	203	1
59-H2 5742	Audi	185.900115	204	4
59-H2 5743	FIAT	154.1336976	205	5
59-H2 5744	FIAT	173.6677622	206	1
59-H2 5745	FIAT	12.47149453	207	4
59-H2 5746	FIAT	208.9138591	208	2
59-H2 5747	FIAT	82.95414751	209	4
59-H2 5748	FIAT	130.2543326	210	3
59-H2 5749	FORD	78.20704665	211	1
59-H2 5750	FORD	224.7672026	212	5
59-H2 5751	FORD	68.23625135	213	4
59-H2 5752	FORD	139.8982621	214	2
59-H2 5753	FORD	184.6092649	215	2
59-H2 5754	Honda	53.13247705	216	3
59-H2 5755	Honda	6.425868085	217	2
59-H2 5756	Honda	78.99283675	218	1
59-H2 5757	Honda	5.668984813	219	4
59-H2 5758	Honda	122.9506854	220	3
59-H2 5759	Honda	202.8552459	221	4
59-H2 5738	Audi	151.2492678	200	4
59-H2 5739	Audi	82.26037641	201	3
59-H2 5740	Audi	296.3140148	202	2
59-H2 5741	Audi	230.281033	203	1
59-H2 5742	Audi	299.544072	204	4
59-H2 5743	FIAT	244.9340837	205	5
59-H2 5744	FIAT	261.8280872	206	1
59-H2 5745	FIAT	76.12571174	207	4
59-H2 5746	FIAT	53.49542231	208	2
59-H2 5747	FIAT	213.2154186	209	4
59-H2 5748	FIAT	126.8299437	210	3
59-H2 5749	FORD	100.0355523	211	1
59-H2 5750	FORD	190.6502068	212	5
59-H2 5751	FORD	45.49232396	213	4
59-H2 5752	FORD	8.987414819	214	2
59-H2 5753	FORD	287.5547015	215	2
59-H2 5754	Honda	78.95742457	216	3
59-H2 5755	Honda	196.6652756	217	2
59-H2 5756	Honda	27.10192979	218	1
59-H2 5757	Honda	288.2490008	219	4
59-H2 5758	Honda	66.61159068	220	3
59-H2 5759	Honda	115.8158421	221	4
59-H2 5738	Audi	186.0571209	200	4
59-H2 5739	Audi	29.31503317	201	3
59-H2 5740	Audi	139.7772857	202	2
59-H2 5741	Audi	66.60578431	203	1
59-H2 5742	Audi	143.7732622	204	4
59-H2 5743	FIAT	160.063937	205	5
59-H2 5744	FIAT	86.37387669	206	1
59-H2 5745	FIAT	277.8259163	207	4
59-H2 5746	FIAT	4.023026189	208	2
59-H2 5747	FIAT	242.0202842	209	4
59-H2 5748	FIAT	42.99870525	210	3
59-H2 5749	FORD	219.0184809	211	1
59-H2 5750	FORD	103.1500884	212	5
59-H2 5751	FORD	193.7272816	213	4
59-H2 5752	FORD	136.661577	214	2
59-H2 5753	FORD	29.03331729	215	2
59-H2 5754	Honda	159.9376624	216	3
59-H2 5755	Honda	182.7107084	217	2
59-H2 5756	Honda	272.6951086	218	1
59-H2 5757	Honda	232.1845949	219	4
59-H2 5758	Honda	285.2965418	220	3
59-H2 5759	Honda	12.11587258	221	4
59-H2 5738	Audi	119.0553635	200	4
59-H2 5739	Audi	195.1171891	201	3
59-H2 5740	Audi	290.486631	202	2
59-H2 5741	Audi	124.9084891	203	1
59-H2 5742	Audi	225.9650609	204	4
